time,load,tmp1,wind1,swrad1
2023-03-16 06:00:00+00:00,17.0,-5.8315,23.565569,465.0
2023-03-16 07:00:00+00:00,14.0,-5.9315,22.553936,329.0
2023-03-16 08:00:00+00:00,29.262,-6.3315,22.226902,226.0
2023-03-16 09:00:00+00:00,21.991,-7.0315,22.33161,165.0
2023-03-16 10:00:00+00:00,44.853,-8.2815,21.99538,37.0
2023-03-16 11:00:00+00:00,40.305,-9.1315,19.33639,0.0
2023-03-16 12:00:00+00:00,27.44,-9.5815,15.596767,0.0
2023-03-16 13:00:00+00:00,36.211,-9.9315,15.646544,0.0
2023-03-16 14:00:00+00:00,23.61,-10.5315,12.144331,0.0
2023-03-16 15:00:00+00:00,35.355000000000004,-10.9815,10.799999,0.0
2023-03-16 16:00:00+00:00,23.961,-11.1315,9.3669195,0.0
2023-03-16 17:00:00+00:00,32.101,-11.3315,9.0645685,0.0
2023-03-16 18:00:00+00:00,21.405,-11.8315,11.212135,0.0
2023-03-16 19:00:00+00:00,20.039,-12.0815,11.212135,0.0
2023-03-16 20:00:00+00:00,19.0,-12.1815,10.105681,0.0
2023-03-16 21:00:00+00:00,17.0,-12.3315,9.3669195,0.0
